,entity,tag,Sentence #
4268,not,0,139
4269,imply,0,139
4270,that,0,139
4271,such,0,139
4272,access,0,139
4273,will,0,139
4274,be,0,139
4275,allowed,0,139
4276,to,0,139
4277,the,0,139
4278,file,0,139
4279,system,0,139
4280,object,0,139
4281,in,0,139
4282,the,0,139
4283,future,0,139
4284,<NULL>.,0,139
4285,This,0,140
4286,is,0,140
4287,because,0,140
4288,access,0,140
4289,rights,0,140
4290,can,0,140
4291,be,0,140
4292,revoked,0,140
4293,by,0,140
4294,the,0,140
4295,server,0,140
4296,at,0,140
4297,any,0,140
4298,time,0,140
4299,The,0,140
4300,following,0,140
4301,access,0,140
4302,permissions,0,140
4303,may,0,140
4304,be,0,140
4305,ACCESS4_READ:,0,140
4306,Read,0,140
4307,data,0,140
4308,from,0,140
4309,file,0,140
4310,or,0,140
4311,read,0,140
4312,a,0,140
4313,directory,0,140
4314,ACCESS4_LOOKUP:,0,140
4315,Look,0,140
4316,up,0,140
4317,a,0,140
4318,name,0,140
4319,in,0,140
4320,a,0,140
4321,directory,0,140
4322,no,0,140
4323,meaning,0,140
4324,for,0,140
4325,non-directory,0,140
4326,objects,0,140
4327,<NULL>.,0,140
4328,ACCESS4_MODIFY:,0,141
4329,Rewrite,0,141
4330,existing,0,141
4331,file,0,141
4332,data,0,141
4333,or,0,141
4334,modify,0,141
4335,existing,0,141
4336,directory,0,141
4337,entries,0,141
4338,<NULL>.,0,141
4339,ACCESS4_EXTEND:,0,142
4340,Write,0,142
4341,new,0,142
4342,data,0,142
4343,or,0,142
4344,add,0,142
4345,directory,0,142
4346,entries,0,142
4347,ACCESS4_DELETE:,0,142
4348,Delete,0,142
4349,an,0,142
4350,existing,0,142
4351,directory,0,142
4352,entry,0,142
4353,<NULL>.,0,142
4354,ACCESS4_EXECUTE:,0,143
4355,Execute,0,143
4356,file,0,143
4357,no,0,143
4358,meaning,0,143
4359,for,0,143
4360,a,0,143
4361,directory,0,143
4362,<NULL>.,0,143
4363,On,0,144
4364,success,Value,144
4365,the,0,144
4366,current,Variable,144
4367,filehandle,Variable,144
4368,retains,0,144
4369,its,Variable,144
4370,value,Variable,144
4371,<NULL>,Variable,144
4372,16.1.5.,0,145
4373,In,0,145
4374,general,0,145
4375,it,0,145
4376,is,0,145
4377,not,0,145
4378,sufficient,0,145
4379,for,0,145
4380,the,0,145
4381,client,0,145
4382,to,0,145
4383,attempt,0,145
4384,to,0,145
4385,deduce,0,145
4386,access,0,145
4387,permissions,0,145
4388,by,0,145
4389,inspecting,0,145
4390,the,0,145
4391,uid,0,145
4392,gid,0,145
4393,and,0,145
4394,mode,0,145
4395,fields,0,145
4396,in,0,145
4397,the,0,145
4398,file,0,145
4399,attributes,0,145
4400,or,0,145
4401,by,0,145
4402,attempting,0,145
4403,to,0,145
4404,interpret,0,145
4405,the,0,145
4406,contents,0,145
4407,of,0,145
4408,the,0,145
4409,ACL,0,145
4410,attribute,0,145
4411,<NULL>.,0,145
4412,This,0,146
4413,is,0,146
4414,because,0,146
4415,the,0,146
4416,server,0,146
4417,may,0,146
4418,perform,0,146
4419,uid,0,146
4420,or,0,146
4421,gid,0,146
4422,mapping,0,146
4423,or,0,146
4424,enforce,0,146
4425,additional,0,146
4426,access,0,146
4427,control,0,146
4428,restrictions,0,146
4429,<NULL>.,0,146
4430,It,0,147
4431,is,0,147
4432,also,0,147
4433,possible,0,147
4434,that,0,147
4435,the,0,147
4436,server,0,147
4437,may,0,147
4438,not,0,147
4439,be,0,147
4440,in,0,147
4441,the,0,147
4442,same,0,147
4443,ID,0,147
4444,space,0,147
4445,as,0,147
4446,the,0,147
4447,client,0,147
4448,<NULL>.,0,147
4449,In,0,148
4450,these,0,148
4451,cases,0,148
4452,and,0,148
4453,perhaps,0,148
4454,others,0,148
4455,the,0,148
4456,client,0,148
4457,cannot,0,148
4458,reliably,0,148
4459,perform,0,148
4460,an,0,148
4461,access,0,148
4462,check,0,148
4463,with,0,148
4464,only,0,148
4465,current,0,148
4466,file,0,148
4467,attributes,0,148
4468,<NULL>.,0,148
4469,In,0,149
4470,the,0,149
4471,NFSv2,0,149
4472,protocol,0,149
4473,the,0,149
4474,only,0,149
4475,reliable,0,149
4476,way,0,149
4477,to,0,149
4478,determine,0,149
4479,whether,0,149
4480,an,0,149
4481,operation,0,149
4482,was,0,149
4483,allowed,0,149
4484,was,0,149
4485,to,0,149
4486,try,0,149
4487,it,0,149
4488,and,0,149
4489,see,0,149
4490,if,0,149
4491,it,0,149
4492,succeeded,0,149
4493,or,0,149
4494,failed,0,149
4495,<NULL>.,0,149
4496,Using,0,150
4497,the,0,150
4498,ACCESS,0,150
4499,operation,0,150
4500,in,0,150
4501,the,0,150
4502,NFSv4,0,150
4503,protocol,0,150
4504,the,0,150
4505,client,0,150
4506,can,0,150
4507,ask,0,150
4508,the,0,150
4509,server,0,150
4510,to,0,150
4511,indicate,0,150
4512,whether,0,150
4513,or,0,150
4514,not,0,150
4515,one,0,150
4516,or,0,150
4517,more,0,150
4518,classes,0,150
4519,of,0,150
4520,operations,0,150
4521,are,0,150
4522,permitted,0,150
4523,<NULL>.,0,150
4524,The,0,151
4525,ACCESS,0,151
4526,operation,0,151
4527,is,0,151
4528,provided,0,151
4529,to,0,151
4530,allow,0,151
4531,clients,0,151
4532,to,0,151
4533,check,0,151
4534,before,0,151
4535,doing,0,151
4536,a,0,151
4537,series,0,151
4538,of,0,151
4539,operations,0,151
4540,that,0,151
4541,might,0,151
4542,result,0,151
4543,in,0,151
4544,an,0,151
4545,access,0,151
4546,failure,0,151
4547,<NULL>.,0,151
4548,The,0,152
4549,OPEN,0,152
4550,operation,0,152
4551,provides,0,152
4552,a,0,152
4553,point,0,152
4554,where,0,152
4555,the,0,152
4556,server,0,152
4557,can,0,152
4558,verify,0,152
4559,access,0,152
4560,to,0,152
4561,the,0,152
4562,file,0,152
4563,object,0,152
4564,and,0,152
4565,the,0,152
4566,method,0,152
4567,to,0,152
4568,return,0,152
4569,that,0,152
4570,information,0,152
4571,to,0,152
4572,the,0,152
4573,client,0,152
4574,<NULL>.,0,152
4575,The,0,153
4576,ACCESS,0,153
4577,operation,0,153
4578,is,0,153
4579,still,0,153
4580,useful,0,153
4581,for,0,153
4582,directory,0,153
4583,operations,0,153
4584,or,0,153
4585,for,0,153
4586,use,0,153
4587,in,0,153
4588,the,0,153
4589,case,0,153
4590,where,0,153
4591,the,0,153
4592,UNIX,0,153
4593,API,0,153
4594,"""access""",0,153
4595,is,0,153
4596,used,0,153
4597,on,0,153
4598,the,0,153
4599,client,0,153
4600,<NULL>.,0,153
4601,The,0,154
4602,information,0,154
4603,returned,0,154
4604,by,0,154
4605,the,0,154
4606,server,0,154
4607,in,0,154
4608,response,0,154
4609,to,0,154
4610,an,0,154
4611,ACCESS,0,154
4612,call,0,154
4613,is,0,154
4614,not,0,154
4615,permanent,0,154
4616,<NULL>.,0,154
4617,It,0,155
4618,was,0,155
4619,correct,0,155
4620,at,0,155
4621,the,0,155
4622,exact,0,155
4623,time,0,155
4624,that,0,155
4625,the,0,155
4626,server,0,155
4627,performed,0,155
4628,the,0,155
4629,checks,0,155
4630,but,0,155
4631,not,0,155
4632,necessarily,0,155
4633,afterward,0,155
4634,<NULL>.,0,155
4635,The,0,156
4636,server,0,156
4637,can,0,156
4638,revoke,0,156
4639,access,0,156
4640,permission,0,156
4641,at,0,156
4642,any,0,156
4643,time,0,156
4644,<NULL>.,0,156
4645,The,0,157
4646,client,0,157
4647,should,0,157
4648,use,0,157
4649,the,0,157
4650,effective,0,157
4651,credentials,0,157
4652,of,0,157
4653,the,0,157
4654,user,0,157
4655,to,0,157
4656,build,0,157
4657,the,0,157
4658,authentication,0,157
4659,information,0,157
4660,in,0,157
4661,the,0,157
4662,ACCESS,0,157
4663,request,0,157
4664,used,0,157
4665,to,0,157
4666,determine,0,157
4667,access,0,157
4668,rights,0,157
4669,<NULL>.,0,157
4670,It,0,158
4671,is,0,158
4672,the,0,158
4673,effective,0,158
4674,user,0,158
4675,and,0,158
4676,group,0,158
4677,credentials,0,158
4678,that,0,158
4679,are,0,158
4680,used,0,158
4681,in,0,158
4682,subsequent,0,158
4683,READ,0,158
4684,and,0,158
4685,WRITE,0,158
4686,operations.,0,158
4687,Many,0,158
4688,implementations,0,158
4689,do,0,158
4690,not,0,158
4691,directly,0,158
4692,support,0,158
4693,the,0,158
4694,ACCESS4_DELETE,0,158
4695,permission,0,158
4696,<NULL>.,0,158
4697,Operating,0,159
4698,systems,0,159
4699,like,0,159
4700,UNIX,0,159
4701,will,0,159
4702,ignore,0,159
4703,the,0,159
4704,ACCESS4_DELETE,0,159
4705,bit,0,159
4706,if,0,159
4707,set,0,159
4708,on,0,159
4709,an,0,159
4710,access,0,159
4711,request,0,159
4712,on,0,159
4713,a,0,159
4714,non-directory,0,159
4715,object,0,159
4716,<NULL>.,0,159
4717,In,0,160
4718,these,0,160
4719,systems,0,160
4720,delete,0,160
4721,permission,0,160
4722,on,0,160
4723,a,0,160
4724,file,0,160
4725,is,0,160
4726,determined,0,160
4727,by,0,160
4728,the,0,160
4729,access,0,160
4730,permissions,0,160
4731,on,0,160
4732,the,0,160
4733,directory,0,160
4734,in,0,160
4735,which,0,160
4736,the,0,160
4737,file,0,160
4738,resides,0,160
4739,instead,0,160
4740,of,0,160
4741,being,0,160
4742,determined,0,160
4743,by,0,160
4744,the,0,160
4745,permissions,0,160
4746,of,0,160
4747,the,0,160
4748,file,0,160
4749,itself.,0,160
4750,Therefore,0,160
4751,the,0,160
4752,mask,0,160
4753,returned,0,160
4754,enumerating,0,160
4755,which,0,160
4756,access,0,160
4757,rights,0,160
4758,can,0,160
4759,be,0,160
4760,supported,0,160
4761,will,0,160
4762,have,0,160
4763,the,0,160
4764,ACCESS4_DELETE,0,160
4765,value,0,160
4766,set,0,160
4767,to,0,160
4768,0,0,160
4769,<NULL>.,0,160
4770,This,0,161
4771,indicates,0,161
4772,to,0,161
4773,the,0,161
4774,client,0,161
4775,that,0,161
4776,the,0,161
4777,server,0,161
4778,was,0,161
4779,unable,0,161
4780,to,0,161
4781,check,0,161
4782,that,0,161
4783,particular,0,161
4784,access,0,161
4785,right,0,161
4786,<NULL>.,0,161
4787,The,0,162
4788,ACCESS4_DELETE,0,162
4789,bit,0,162
4790,in,0,162
4791,the,0,162
4792,access,0,162
4793,mask,0,162
4794,returned,0,162
4795,will,0,162
4796,then,0,162
4797,be,0,162
4798,ignored,0,162
4799,by,0,162
4800,the,0,162
4801,client,0,162
4802,<NULL>.,0,162
4803,16.13.4.,0,163
4804,This,0,163
4805,operation,0,163
4806,performs,0,163
4807,a,0,163
4808,LOOKUP,0,163
4809,or,0,163
4810,finds,0,163
4811,a,0,163
4812,file,0,163
4813,system,0,163
4814,object,0,163
4815,using,0,163
4816,the,0,163
4817,directory,0,163
4818,specified,0,163
4819,by,0,163
4820,the,0,163
4821,current,Variable,163
4822,filehandle,Variable,163
4823,<NULL>.,0,163
4824,LOOKUP,0,164
4825,evaluates,0,164
4826,the,0,164
4827,component,0,164
4828,and,0,164
4829,if,0,164
4830,the,0,164
4831,object,0,164
4832,exists,0,164
4833,the,0,164
4834,current,0,164
4835,filehandle,0,164
4836,is,0,164
4837,replaced,0,164
4838,with,0,164
4839,the,0,164
4840,component's,0,164
4841,filehandle,0,164
4842,If,0,164
4843,the,0,164
4844,component,Variable,164
4845,cannot,0,164
4846,be,0,164
4847,evaluated,0,164
4848,because,0,164
4849,either,0,164
4850,it,0,164
4851,does,0,164
4852,not,0,164
4853,exist,0,164
4854,or,0,164
4855,the,0,164
4856,client,0,164
4857,does,0,164
4858,not,0,164
4859,have,0,164
4860,permission,0,164
4861,to,0,164
4862,evaluate,0,164
4863,it,0,164
4864,then,0,164
4865,an,0,164
4866,error,Value,164
4867,will,0,164
4868,be,0,164
4869,returned,0,164
4870,and,0,164
4871,the,0,164
4872,current,Variable,164
4873,filehandle,Variable,164
4874,will,0,164
4875,be,0,164
4876,unchanged,0,164
4877,<NULL>,Variable,164
4878,If,0,165
4879,the,0,165
4880,component,Variable,165
4881,is,0,165
4882,of,0,165
4883,zero,Value,165
4884,length,Value,165
4885,NFS4ERR_INVAL,Value,165
4886,will,0,165
4887,be,0,165
4888,returned,0,165
4889,<NULL>,Variable,165
4890,The,0,166
4891,component,0,166
4892,is,0,166
4893,also,0,166
4894,subject,0,166
4895,to,0,166
4896,the,0,166
4897,normal,0,166
4898,UTF-8,0,166
4899,character,0,166
4900,support,0,166
4901,and,0,166
4902,name,0,166
4903,checks,0,166
4904,<NULL>.,0,166
4905,See,0,167
4906,Section,0,167
4907,12.7,0,167
4908,for,0,167
4909,further,0,167
4910,discussion,0,167
4911,16.13.5.,0,167
4912,If,0,167
4913,the,0,167
4914,client,0,167
4915,wants,0,167
4916,to,0,167
4917,achieve,0,167
4918,the,0,167
4919,effect,0,167
4920,of,0,167
4921,a,0,167
4922,multi-component,0,167
4923,lookup,0,167
4924,it,0,167
4925,may,0,167
4926,construct,0,167
4927,a,0,167
4928,COMPOUND,0,167
4929,request,0,167
4930,such,0,167
4931,as,0,167
4932,the,0,167
4933,following,0,167
4934,and,0,167
4935,obtain,0,167
4936,each,0,167
4937,PUTFH,0,167
4938,directory,0,167
4939,LOOKUP,0,167
4940,LOOKUP,0,167
4941,LOOKUP,0,167
4942,NFSv4,0,167
4943,servers,0,167
4944,depart,0,167
4945,from,0,167
4946,the,0,167
4947,semantics,0,167
4948,of,0,167
4949,previous,0,167
4950,NFS,0,167
4951,versions,0,167
4952,in,0,167
4953,allowing,0,167
4954,LOOKUP,0,167
4955,requests,0,167
4956,to,0,167
4957,cross,0,167
4958,mount,0,167
4959,points,0,167
4960,on,0,167
4961,the,0,167
4962,server,0,167
4963,<NULL>.,0,167
4964,The,0,168
4965,client,0,168
4966,can,0,168
4967,detect,0,168
4968,a,0,168
4969,mount,0,168
4970,point,0,168
4971,crossing,0,168
4972,by,0,168
4973,comparing,0,168
4974,the,0,168
4975,fsid,0,168
4976,attribute,0,168
4977,of,0,168
4978,the,0,168
4979,directory,0,168
4980,with,0,168
4981,the,0,168
4982,fsid,0,168
4983,attribute,0,168
4984,of,0,168
4985,the,0,168
4986,directory,0,168
4987,looked,0,168
4988,up,0,168
4989,<NULL>.,0,168
4990,If,0,169
4991,the,0,169
4992,fsids,0,169
4993,are,0,169
4994,different,0,169
4995,then,0,169
4996,the,0,169
4997,new,0,169
4998,directory,0,169
4999,is,0,169
5000,a,0,169
5001,server,0,169
5002,mount,0,169
5003,point,0,169
5004,<NULL>.,0,169
5005,UNIX,0,170
5006,clients,0,170
5007,that,0,170
5008,detect,0,170
5009,a,0,170
5010,mount,0,170
5011,point,0,170
5012,crossing,0,170
5013,will,0,170
5014,need,0,170
5015,to,0,170
5016,mount,0,170
5017,the,0,170
5018,server's,0,170
5019,file,0,170
5020,system,0,170
5021,<NULL>.,0,170
5022,This,0,171
5023,needs,0,171
5024,to,0,171
5025,be,0,171
5026,done,0,171
5027,to,0,171
5028,maintain,0,171
5029,the,0,171
5030,file,0,171
5031,object,0,171
5032,identity-checking,0,171
5033,mechanisms,0,171
5034,common,0,171
5035,to,0,171
5036,UNIX,0,171
5037,clients,0,171
5038,Servers,0,171
5039,that,0,171
5040,limit,0,171
5041,NFS,0,171
5042,access,0,171
5043,to,0,171
5044,"""shares""",0,171
5045,or,0,171
5046,"""exported""",0,171
5047,file,0,171
5048,systems,0,171
5049,should,0,171
5050,provide,0,171
5051,a,0,171
5052,pseudo-file,0,171
5053,system,0,171
5054,into,0,171
5055,which,0,171
5056,the,0,171
5057,exported,0,171
5058,file,0,171
5059,systems,0,171
5060,can,0,171
5061,be,0,171
5062,integrated,0,171
5063,so,0,171
5064,that,0,171
5065,clients,0,171
5066,can,0,171
5067,browse,0,171
5068,the,0,171
5069,server's,0,171
5070,namespace,0,171
5071,<NULL>.,0,171
5072,The,0,172
5073,clients',0,172
5074,view,0,172
5075,of,0,172
5076,a,0,172
5077,pseudo-file,0,172
5078,system,0,172
5079,will,0,172
5080,be,0,172
5081,limited,0,172
5082,to,0,172
5083,paths,0,172
5084,that,0,172
5085,lead,0,172
5086,to,0,172
5087,exported,0,172
5088,file,0,172
5089,systems,0,172
5090,Note:,0,172
5091,Previous,0,172
5092,versions,0,172
5093,of,0,172
5094,the,0,172
5095,protocol,0,172
5096,assigned,0,172
5097,special,0,172
5098,semantics,0,172
5099,to,0,172
5100,the,0,172
5101,names,0,172
5102,""".""",0,172
5103,and,0,172
5104,""".."".",0,172
5105,NFSv4,0,172
5106,assigns,0,172
5107,no,0,172
5108,special,0,172
5109,semantics,0,172
5110,to,0,172
5111,these,0,172
5112,names,0,172
5113,<NULL>.,0,172
5114,The,0,173
5115,LOOKUPP,0,173
5116,operator,0,173
5117,must,0,173
5118,be,0,173
5119,used,0,173
5120,to,0,173
5121,look,0,173
5122,up,0,173
5123,a,0,173
5124,parent,0,173
5125,directory,0,173
5126,Note,0,173
5127,that,0,173
5128,this,0,173
5129,operation,0,173
5130,does,0,173
5131,not,0,173
5132,follow,0,173
5133,symbolic,0,173
5134,links,0,173
5135,<NULL>.,0,173
5136,The,0,174
5137,client,0,174
5138,is,0,174
5139,responsible,0,174
5140,for,0,174
5141,all,0,174
5142,parsing,0,174
5143,of,0,174
5144,filenames,0,174
5145,including,0,174
5146,filenames,0,174
5147,that,0,174
5148,are,0,174
5149,modified,0,174
5150,by,0,174
5151,symbolic,0,174
5152,links,0,174
5153,encountered,0,174
5154,during,0,174
5155,the,0,174
5156,lookup,0,174
5157,process,0,174
5158,If,0,174
5159,the,0,174
5160,current,Variable,174
5161,filehandle,Variable,174
5162,supplied,0,174
5163,is,0,174
5164,not,0,174
5165,a,0,174
5166,directory,0,174
5167,but,0,174
5168,a,0,174
5169,symbolic,Value,174
5170,link,Value,174
5171,NFS4ERR_SYMLINK,Value,174
5172,is,0,174
5173,returned,0,174
5174,as,0,174
5175,the,0,174
5176,error,0,174
5177,<NULL>,Variable,174
5178,For,0,175
5179,all,0,175
5180,other,0,175
5181,non-directory,0,175
5182,file,0,175
5183,types,0,175
5184,the,0,175
5185,error,0,175
5186,NFS4ERR_NOTDIR,Value,175
5187,is,0,175
5188,returned,0,175
5189,<NULL>,Variable,175
5190,16.2.4.,0,176
5191,The,0,176
5192,CLOSE,0,176
5193,operation,0,176
5194,releases,0,176
5195,share,0,176
5196,reservations,0,176
5197,for,0,176
5198,the,0,176
5199,regular,0,176
5200,or,0,176
5201,named,0,176
5202,attribute,0,176
5203,file,0,176
5204,as,0,176
5205,specified,0,176
5206,by,0,176
5207,the,0,176
5208,current,Variable,176
5209,filehandle,Variable,176
5210,<NULL>.,0,176
5211,The,0,177
5212,share,0,177
5213,reservations,0,177
5214,and,0,177
5215,other,0,177
5216,state,0,177
5217,information,0,177
5218,released,0,177
5219,at,0,177
5220,the,0,177
5221,server,0,177
5222,as,0,177
5223,a,0,177
5224,result,0,177
5225,of,0,177
5226,this,0,177
5227,CLOSE,0,177
5228,are,0,177
5229,only,0,177
5230,associated,0,177
5231,with,0,177
5232,the,0,177
5233,supplied,0,177
5234,stateid,Variable,177
5235,<NULL>.,0,177
5236,The,0,178
5237,sequence,Variable,178
5238,id,Variable,178
5239,provides,0,178
5240,for,0,178
5241,the,0,178
5242,correct,0,178
5243,ordering,0,178
5244,<NULL>.,0,178
5245,State,0,179
5246,associated,0,179
5247,with,0,179
5248,other,0,179
5249,OPENs,0,179
5250,is,0,179
5251,not,0,179
5252,affected,0,179
5253,If,0,179
5254,byte-range,Variable,179
5255,locks,Variable,179
5256,are,0,179
5257,held,0,179
5258,the,0,179
5259,client,0,179
5260,SHOULD,0,179
5261,release,0,179
5262,all,0,179
5263,locks,0,179
5264,before,0,179
5265,issuing,0,179
5266,a,0,179
5267,CLOSE,0,179
5268,<NULL>,Value,179
5269,The,0,180
5270,server,0,180
5271,MAY,0,180
5272,free,0,180
5273,all,0,180
5274,outstanding,0,180
5275,locks,0,180
5276,on,0,180
5277,CLOSE,0,180
5278,but,0,180
5279,some,0,180
5280,servers,0,180
5281,may,0,180
5282,not,0,180
5283,support,0,180
5284,the,0,180
5285,CLOSE,0,180
5286,of,0,180
5287,a,0,180
5288,file,0,180
5289,that,0,180
5290,still,0,180
5291,has,0,180
5292,byte-range,Variable,180
5293,locks,Variable,180
5294,held,0,180
5295,<NULL>.,0,180
5296,The,0,181
5297,server,0,181
5298,MUST,0,181
5299,return,0,181
5300,failure,Value,181
5301,if,0,181
5302,any,0,181
5303,locks,Variable,181
5304,would,0,181
5305,exist,0,181
5306,after,0,181
5307,the,0,181
5308,CLOSE,0,181
5309,<NULL>,Variable,181
5310,On,0,182
5311,success,Value,182
5312,the,0,182
5313,current,Variable,182
5314,filehandle,Variable,182
5315,retains,0,182
5316,its,0,182
5317,value,Value,182
5318,<NULL>,Variable,182
5319,16.2.5.,0,183
5320,Even,0,183
5321,though,0,183
5322,CLOSE,0,183
5323,returns,0,183
5324,a,0,183
5325,stateid,Variable,183
5326,this,0,183
5327,stateid,Variable,183
5328,is,0,183
5329,not,0,183
5330,useful,0,183
5331,to,0,183
5332,the,0,183
5333,client,0,183
5334,and,0,183
5335,should,0,183
5336,be,0,183
5337,treated,0,183
5338,as,0,183
5339,deprecated,0,183
5340,<NULL>.,0,183
5341,CLOSE,0,184
5342,"""shuts",0,184
5343,"down""",0,184
5344,the,0,184
5345,state,0,184
5346,associated,0,184
5347,with,0,184
5348,all,0,184
5349,OPENs,0,184
5350,for,0,184
5351,the,0,184
5352,file,0,184
5353,by,0,184
5354,a,0,184
5355,single,0,184
5356,open-owner,0,184
5357,<NULL>.,0,184
5358,As,0,185
5359,noted,0,185
5360,above,0,185
5361,CLOSE,0,185
5362,will,0,185
5363,either,0,185
5364,release,0,185
5365,all,0,185
5366,file,0,185
5367,locking,0,185
5368,state,0,185
5369,or,0,185
5370,return,0,185
5371,an,0,185
5372,error,0,185
5373,<NULL>.,0,185
5374,Therefore,0,186
5375,the,0,186
5376,stateid,Variable,186
5377,returned,0,186
5378,by,0,186
5379,CLOSE,0,186
5380,is,0,186
5381,not,0,186
5382,useful,0,186
5383,for,0,186
5384,the,0,186
5385,operations,0,186
5386,that,0,186
5387,follow,0,186
5388,<NULL>.,0,186
5389,16.11.4.,0,187
5390,The,0,187
5391,LOCKT,0,187
5392,operation,0,187
5393,tests,0,187
5394,the,0,187
5395,lock,0,187
5396,as,0,187
5397,specified,0,187
5398,in,0,187
5399,the,0,187
5400,arguments,0,187
5401,<NULL>.,0,187
5402,If,0,188
5403,a,0,188
5404,conflicting,Variable,188
5405,lock,Variable,188
5406,exists,0,188
5407,the,0,188
5408,owner,Variable,188
5409,offset,Variable,188
5410,length,Variable,188
5411,and,0,188
5412,type,Variable,188
5413,of,Variable,188
5414,the,Variable,188
5415,conflicting,Variable,188
5416,lock,Variable,188
5417,are,0,188
5418,returned;,0,188
5419,if,0,188
5420,no,0,188
5421,lock,Variable,188
5422,is,0,188
5423,held,0,188
5424,nothing,0,188
5425,other,0,188
5426,than,0,188
5427,NFS4_OK,Value,188
5428,is,0,188
5429,returned,0,188
5430,<NULL>,Variable,188
5431,Lock,0,189
5432,types,0,189
5433,READ_LT,0,189
5434,and,0,189
5435,READW_LT,0,189
5436,are,0,189
5437,processed,0,189
5438,in,0,189
5439,the,0,189
5440,same,0,189
5441,way,0,189
5442,in,0,189
5443,that,0,189
5444,a,0,189
5445,conflicting,0,189
5446,lock,0,189
5447,test,0,189
5448,is,0,189
5449,done,0,189
5450,without,0,189
5451,regard,0,189
5452,to,0,189
5453,blocking,0,189
5454,or,0,189
5455,non-blocking,0,189
5456,<NULL>.,0,189
5457,The,0,190
5458,same,0,190
5459,is,0,190
5460,true,0,190
5461,for,0,190
5462,WRITE_LT,0,190
5463,and,0,190
5464,WRITEW_LT,0,190
5465,The,0,190
5466,ranges,0,190
5467,are,0,190
5468,specified,0,190
5469,as,0,190
5470,for,0,190
5471,LOCK,0,190
5472,<NULL>.,0,190
5473,The,0,191
5474,NFS4ERR_INVAL,Value,191
5475,and,0,191
5476,NFS4ERR_BAD_RANGE,Value,191
5477,errors,0,191
5478,are,0,191
5479,returned,0,191
5480,under,0,191
5481,the,0,191
5482,same,0,191
5483,circumstances,0,191
5484,as,0,191
5485,for,0,191
5486,LOCK,0,191
5487,<NULL>,Variable,191
5488,On,0,192
5489,success,Value,192
5490,the,0,192
5491,current,Variable,192
5492,filehandle,Variable,192
5493,retains,0,192
5494,its,Variable,192
5495,value,Variable,192
5496,<NULL>,Variable,192
5497,16.11.5.,0,193
5498,If,0,193
5499,the,0,193
5500,server,0,193
5501,is,0,193
5502,unable,0,193
5503,to,0,193
5504,determine,0,193
5505,the,0,193
5506,exact,0,193
5507,offset,Variable,193
5508,and,0,193
5509,length,Variable,193
5510,of,0,193
5511,the,0,193
5512,conflicting,0,193
5513,lock,0,193
5514,the,0,193
5515,same,0,193
5516,offset,Variable,193
5517,and,0,193
5518,length,Variable,193
5519,that,0,193
5520,were,0,193
5521,provided,0,193
5522,in,0,193
5523,the,0,193
5524,arguments,0,193
5525,should,0,193
5526,be,0,193
5527,returned,0,193
5528,in,0,193
5529,the,0,193
5530,denied,Variable,193
5531,results,Variable,193
5532,<NULL>.,0,193
5533,Section,0,194
5534,9,0,194
5535,contains,0,194
5536,further,0,194
5537,discussion,0,194
5538,of,0,194
5539,the,0,194
5540,file,0,194
5541,locking,0,194
5542,mechanisms,0,194
5543,LOCKT,0,194
5544,uses,0,194
5545,a,0,194
5546,lock_owner4,0,194
5547,rather,0,194
5548,than,0,194
5549,a,0,194
5550,stateid4,0,194
5551,as,0,194
5552,is,0,194
5553,used,0,194
5554,in,0,194
5555,LOCK,0,194
5556,to,0,194
5557,identify,0,194
5558,the,0,194
5559,owner,0,194
5560,<NULL>.,0,194
5561,This,0,195
5562,is,0,195
5563,because,0,195
5564,the,0,195
5565,client,0,195
5566,does,0,195
5567,not,0,195
5568,have,0,195
5569,to,0,195
5570,open,0,195
5571,the,0,195
5572,file,0,195
5573,to,0,195
5574,test,0,195
5575,for,0,195
5576,the,0,195
5577,existence,0,195
5578,of,0,195
5579,a,0,195
5580,lock,0,195
5581,so,0,195
5582,a,0,195
5583,stateid,0,195
5584,may,0,195
5585,not,0,195
5586,be,0,195
5587,available,0,195
5588,The,0,195
5589,test,0,195
5590,for,0,195
5591,conflicting,0,195
5592,locks,0,195
5593,SHOULD,0,195
5594,exclude,0,195
5595,locks,0,195
5596,for,0,195
5597,the,0,195
5598,current,0,195
5599,lock-owner,0,195
5600,<NULL>.,0,195
5601,Note,0,196
5602,that,0,196
5603,since,0,196
5604,such,0,196
5605,locks,0,196
5606,are,0,196
5607,not,0,196
5608,examined,0,196
5609,the,0,196
5610,possible,0,196
5611,existence,0,196
5612,of,0,196
5613,overlapping,0,196
5614,ranges,0,196
5615,may,0,196
5616,not,0,196
5617,affect,0,196
5618,the,0,196
5619,results,0,196
5620,of,0,196
5621,LOCKT,0,196
5622,<NULL>.,0,196
5623,If,0,197
5624,the,0,197
5625,server,0,197
5626,does,0,197
5627,examine,0,197
5628,locks,0,197
5629,that,0,197
5630,match,0,197
5631,the,0,197
5632,lock-owner,0,197
5633,for,0,197
5634,the,0,197
5635,purpose,0,197
5636,of,0,197
5637,range,0,197
5638,checking,0,197
5639,NFS4ERR_LOCK_RANGE,Value,197
5640,may,0,197
5641,be,0,197
5642,returned,0,197
5643,<NULL>,Variable,197
5644,In,0,198
5645,the,0,198
5646,event,0,198
5647,that,0,198
5648,it,0,198
5649,returns,0,198
5650,NFS4_OK,Value,198
5651,clients,0,198
5652,may,0,198
5653,do,0,198
5654,a,0,198
5655,LOCK,0,198
