,entity,tag,Sentence #,POS
3227,for,0,0,IN
3228,the,0,0,DT
3229,new,0,0,JJ
3230,lock-owner,0,0,NN
3231,o,0,0,NN
3232,In,0,0,IN
3233,the,0,0,DT
3234,case,0,0,NN
3235,in,0,0,IN
3236,which,0,0,WDT
3237,the,0,0,DT
3238,state,0,0,NN
3239,has,0,0,VBZ
3240,been,0,0,VBN
3241,created,0,0,VBN
3242,and,0,0,CC
3243,the,0,0,DT
3244,boolean,0,0,NN
3245,is,0,0,VBZ
3246,false,0,0,JJ
3247,the,0,0,DT
3248,only,0,0,RB
3249,part,0,0,NN
3250,of,0,0,IN
3251,the,0,0,DT
3252,argument,0,0,NN
3253,other,0,0,JJ
3254,than,0,0,IN
3255,lock_seqid,0,0,NN
3256,is,0,0,VBZ
3257,just,0,0,RB
3258,a,0,0,DT
3259,stateid,0,0,NN
3260,representing,0,0,VBG
3261,the,0,0,DT
3262,set,0,0,NN
3263,of,0,0,IN
3264,locks,0,0,NNS
3265,associated,0,0,VBN
3266,with,0,0,IN
3267,that,0,0,IN
3268,open,0,0,JJ
3269,file,0,0,NN
3270,and,0,0,CC
3271,lock-owner,0,0,NN
3272,o,0,0,NN
3273,In,0,0,IN
3274,the,0,0,DT
3275,case,0,0,NN
3276,in,0,0,IN
3277,which,0,0,WDT
3278,the,0,0,DT
3279,state,0,0,NN
3280,has,0,0,VBZ
3281,been,0,0,VBN
3282,created,0,0,VBN
3283,and,0,0,CC
3284,the,0,0,DT
3285,boolean,0,0,NN
3286,is,0,0,VBZ
3287,true,0,0,JJ
3288,the,0,0,DT
3289,server,0,0,NN
3290,rejects,0,0,NNS
3291,the,0,0,DT
3292,request,0,0,NN
3293,with,0,0,IN
3294,the,0,0,DT
3295,error,0,0,NN
3296,NFS4ERR_BAD_SEQID,0,0,NN
3297,NULL.,0,0,NNP
3298,The,0,0,DT
3299,only,0,0,RB
3300,exception,0,0,NN
3301,is,0,0,VBZ
3302,where,0,0,WRB
3303,there,0,0,RB
3304,is,0,0,VBZ
3305,a,0,0,DT
3306,retransmission,0,0,NN
3307,of,0,0,IN
3308,a,0,0,DT
3309,previous,0,0,JJ
3310,request,0,0,NN
3311,in,0,0,IN
3312,which,0,0,WDT
3313,the,0,0,DT
3314,boolean,0,0,NN
3315,was,0,0,VBD
3316,true,0,0,JJ
3317,NULL.,0,0,NNP
3318,In,0,0,IN
3319,this,0,0,DT
3320,case,0,0,NN
3321,the,0,0,DT
3322,lock_seqid,0,0,NN
3323,will,0,0,MD
3324,match,0,0,NN
3325,the,0,0,DT
3326,original,0,0,JJ
3327,request,0,0,NN
3328,and,0,0,CC
3329,the,0,0,DT
3330,response,0,0,NN
3331,will,0,0,MD
3332,reflect,0,0,NN
3333,the,0,0,DT
3334,final,0,0,JJ
3335,case,0,0,NN
3336,below,0,0,IN
3337,o,0,0,NN
3338,In,0,0,IN
3339,the,0,0,DT
3340,case,0,0,NN
3341,where,0,0,WRB
3342,no,0,0,DT
3343,byte-range,0,0,NN
3344,locking,0,0,VBG
3345,state,0,0,NN
3346,has,0,0,VBZ
3347,been,0,0,VBN
3348,established,0,0,VBN
3349,and,0,0,CC
3350,the,0,0,DT
3351,boolean,0,0,NN
3352,is,0,0,VBZ
3353,true,0,0,JJ
3354,the,0,0,DT
3355,argument,0,0,NN
3356,contains,0,0,NNS
3357,an,0,0,DT
3358,open_to_lock_owner,0,0,NN
3359,structure,0,0,NN
3360,that,0,0,IN
3361,specifies,0,0,NNS
3362,the,0,0,DT
3363,stateid,0,0,NN
3364,of,0,0,IN
3365,the,0,0,DT
3366,open,0,0,JJ
3367,file,0,0,NN
3368,and,0,0,CC
3369,the,0,0,DT
3370,lock-owner,0,0,NN
3371,to,0,0,TO
3372,be,0,0,VB
3373,used,0,0,VBN
3374,for,0,0,IN
3375,the,0,0,DT
3376,lock,0,0,NN
3377,NULL.,0,0,NNP
3378,Note,0,0,NN
3379,that,0,0,IN
3380,although,0,0,IN
3381,the,0,0,DT
3382,open-owner,0,0,NN
3383,is,0,0,VBZ
3384,not,0,0,RB
3385,given,0,0,VBN
3386,explicitly,0,0,RB
3387,the,0,0,DT
3388,open_seqid,0,0,NN
3389,associated,0,0,VBN
3390,with,0,0,IN
3391,it,0,0,PRP
3392,is,0,0,VBZ
3393,used,0,0,VBN
3394,to,0,0,TO
3395,check,0,0,NN
3396,for,0,0,IN
3397,open-owner,0,0,NN
3398,sequencing,0,0,VBG
3399,issues,0,0,NNS
3400,NULL.,0,0,NNP
3401,This,0,0,DT
3402,case,0,0,NN
3403,provides,0,0,VBZ
3404,a,0,0,DT
3405,method,0,0,NN
3406,to,0,0,TO
3407,use,0,0,NN
3408,the,0,0,DT
3409,established,0,0,VBN
3410,state,0,0,NN
3411,of,0,0,IN
3412,the,0,0,DT
3413,open_stateid,0,0,NN
3414,to,0,0,TO
3415,transition,0,0,NN
3416,to,0,0,TO
3417,the,0,0,DT
3418,use,0,0,NN
3419,of,0,0,IN
3420,a,0,0,DT
3421,lock,0,0,NN
3422,stateid,0,0,NN
3423,16.15.4.,0,0,CD
3424,This,0,0,DT
3425,operation,0,0,NN
3426,is,0,0,VBZ
3427,used,0,0,VBN
3428,to,0,0,TO
3429,prefix,0,0,NN
3430,a,0,0,DT
3431,sequence,0,0,NN
3432,of,0,0,IN
3433,operations,0,0,NNS
3434,to,0,0,TO
3435,be,0,0,VB
3436,performed,0,0,VBN
3437,if,0,0,IN
3438,one,0,0,CD
3439,or,0,0,CC
3440,more,0,0,RBR
3441,attributes,0,0,NNS
3442,have,0,0,VB
3443,changed,0,0,VBN
3444,on,0,0,IN
3445,some,0,0,DT
3446,file,0,0,NN
3447,system,0,0,NN
3448,object,0,0,NN
3449,NULL.,0,0,NNP
3450,If,0,0,IN
3451,all,0,0,DT
3452,the,0,0,DT
3453,attributes,Variable,0,NNS
3454,match,0,0,NN
3455,then,0,0,RB
3456,the,0,0,DT
3457,error,0,0,NN
3458,NFS4ERR_SAME,Value,0,NN
3459,must,0,0,MD
3460,be,0,0,VB
3461,returned,0,0,VBN
3462,NULL,Value,0,NN
3463,On,0,0,IN
3464,success,Value,0,NN
3465,the,0,0,DT
3466,current,Variable,0,JJ
3467,filehandle,Variable,0,NN
3468,retains,0,0,NNS
3469,its,0,0,PRP$
3470,value,Variable,0,NN
3471,NULL,Variable,0,NN
3472,16.15.5.,0,0,CD
3473,This,0,0,DT
3474,operation,0,0,NN
3475,is,0,0,VBZ
3476,useful,0,0,JJ
3477,as,0,0,IN
3478,a,0,0,DT
3479,cache,0,0,NN
3480,validation,0,0,NN
3481,operator,0,0,NN
3482,NULL.,0,0,NNP
3483,If,0,0,IN
3484,the,0,0,DT
3485,object,0,0,NN
3486,to,0,0,TO
3487,which,0,0,WDT
3488,the,0,0,DT
3489,attributes,0,0,NNS
3490,belong,0,0,NN
3491,has,0,0,VBZ
3492,changed,0,0,VBN
3493,then,0,0,RB
3494,the,0,0,DT
3495,following,0,0,VBG
3496,operations,0,0,NNS
3497,may,0,0,MD
3498,obtain,0,0,VB
3499,new,0,0,JJ
3500,data,0,0,NNS
3501,associated,0,0,VBN
3502,with,0,0,IN
3503,that,0,0,IN
3504,object,0,0,NN
3505,--,0,0,:
3506,for,0,0,IN
3507,instance,0,0,NN
3508,to,0,0,TO
3509,check,0,0,NN
3510,if,0,0,IN
3511,a,0,0,DT
3512,file,0,0,NN
3513,has,0,0,VBZ
3514,been,0,0,VBN
3515,changed,0,0,VBN
3516,and,0,0,CC
3517,obtain,0,0,VB
3518,new,0,0,JJ
3519,data,0,0,NNS
3520,if,0,0,IN
3521,it,0,0,PRP
3522,PUTFH,0,0,NN
3523,LOOKUP,0,0,NN
3524,NVERIFY,0,0,NN
3525,attrbits,0,0,NNS
3526,READ,0,0,VB
3527,0,0,0,CD
3528,In,0,0,IN
3529,the,0,0,DT
3530,case,0,0,NN
3531,that,0,0,IN
3532,a,0,0,DT
3533,RECOMMENDED,0,0,NN
3534,attribute,0,0,NN
3535,is,0,0,VBZ
3536,specified,0,0,VBN
3537,in,0,0,IN
3538,the,0,0,DT
3539,NVERIFY,0,0,NN
3540,operation,0,0,NN
3541,and,0,0,CC
3542,the,0,0,DT
3543,server,0,0,NN
3544,does,0,0,VBZ
3545,not,0,0,RB
3546,support,0,0,NN
3547,that,0,0,IN
3548,attribute,Variable,0,NN
3549,for,0,0,IN
3550,the,0,0,DT
3551,file,0,0,NN
3552,system,0,0,NN
3553,object,0,0,NN
3554,the,0,0,DT
3555,error,0,0,NN
3556,NFS4ERR_ATTRNOTSUPP,Value,0,NN
3557,is,0,0,VBZ
3558,returned,0,0,VBN
3559,to,0,0,TO
3560,the,0,0,DT
3561,client,0,0,NN
3562,NULL,Variable,0,NN
3563,When,0,0,WRB
3564,the,0,0,DT
3565,attribute,0,0,NN
3566,rdattr_error,0,0,NN
3567,or,0,0,CC
3568,any,0,0,DT
3569,write-only,0,0,RB
3570,attribute,0,0,NN
3571,e.g.,0,0,NN
3572,time_modify_set,0,0,NN
3573,is,0,0,VBZ
3574,specified,0,0,VBN
3575,the,0,0,DT
3576,error,0,0,NN
3577,NFS4ERR_INVAL,Value,0,NN
3578,is,0,0,VBZ
3579,returned,0,0,VBN
3580,to,0,0,TO
3581,the,0,0,DT
3582,client,0,0,NN
3583,NULL,Variable,0,NN
3584,16.14.4.,0,0,CD
3585,The,0,0,DT
3586,current,Variable,0,JJ
3587,filehandle,Variable,0,NN
3588,is,0,0,VBZ
3589,assumed,0,0,VBN
3590,to,0,0,TO
3591,refer,0,0,NN
3592,to,0,0,TO
3593,a,0,0,DT
3594,regular,0,0,JJ
3595,directory,0,0,NN
3596,or,0,0,CC
3597,a,0,0,DT
3598,named,0,0,VBN
3599,attribute,0,0,NN
3600,directory,0,0,NN
3601,NULL.,0,0,NNP
3602,LOOKUPP,0,0,NN
3603,assigns,0,0,NNS
3604,the,0,0,DT
3605,filehandle,Value,0,NN
3606,for,Value,0,IN
3607,its,Value,0,PRP$
3608,parent,Value,0,NN
3609,directory,Value,0,NN
3610,to,0,0,TO
3611,be,0,0,VB
3612,the,0,0,DT
3613,current,Variable,0,JJ
3614,filehandle,Variable,0,NN
3615,NULL.,0,0,NNP
3616,If,0,0,IN
3617,there,0,0,RB
3618,is,0,0,VBZ
3619,no,0,0,DT
3620,parent,Value,0,NN
3621,directory,Value,0,NN
3622,an,0,0,DT
3623,NFS4ERR_NOENT,Value,0,NN
3624,error,0,0,NN
3625,must,0,0,MD
3626,be,0,0,VB
3627,returned,0,0,VBN
3628,NULL,Variable,0,NN
3629,Therefore,0,0,RB
3630,NFS4ERR_NOENT,Value,0,NN
3631,will,0,0,MD
3632,be,0,0,VB
3633,returned,0,0,VBN
3634,by,0,0,IN
3635,the,0,0,DT
3636,server,0,0,NN
3637,when,0,0,WRB
3638,the,0,0,DT
3639,current,Variable,0,JJ
3640,filehandle,Variable,0,NN
3641,is,0,0,VBZ
3642,at,Value,0,IN
3643,the,Value,0,DT
3644,root,Value,0,NN
3645,or,Value,0,CC
3646,top,Value,0,NN
3647,of,Value,0,IN
3648,the,Value,0,DT
3649,server's,Value,0,NN
3650,file,Value,0,NN
3651,tree,Value,0,NN
3652,NULL,Variable,0,NN
3653,16.14.5.,0,0,CD
3654,As,0,0,IN
3655,for,0,0,IN
3656,LOOKUP,0,0,NN
3657,LOOKUPP,0,0,NN
3658,will,0,0,MD
3659,also,0,0,RB
3660,cross,0,0,NN
3661,mount,0,0,NN
3662,points,0,0,NNS
3663,If,0,0,IN
3664,the,0,0,DT
3665,current,Variable,0,JJ
3666,filehandle,Variable,0,NN
3667,is,0,0,VBZ
3668,not,Value,0,RB
3669,a,Value,0,DT
3670,directory,Value,0,NN
3671,or,0,0,CC
3672,named,Value,0,VBN
3673,attribute,Value,0,NN
3674,directory,Value,0,NN
3675,the,0,0,DT
3676,error,0,0,NN
3677,NFS4ERR_NOTDIR,Value,0,NN
3678,is,0,0,VBZ
3679,returned,0,0,VBN
3680,NULL,Variable,0,NN
3681,If,0,0,IN
3682,the,0,0,DT
3683,current,Variable,0,JJ
3684,filehandle,Variable,0,NN
3685,is,0,0,VBZ
3686,a,0,0,DT
3687,named,0,0,VBN
3688,attribute,0,0,NN
3689,directory,0,0,NN
3690,that,0,0,IN
3691,is,0,0,VBZ
3692,associated,0,0,VBN
3693,with,0,0,IN
3694,a,0,0,DT
3695,file,0,0,NN
3696,system,0,0,NN
3697,object,0,0,NN
3698,via,0,0,IN
3699,OPENATTR,0,0,NN
3700,i.e.,0,0,NN
3701,not,0,0,RB
3702,a,0,0,DT
3703,subdirectory,0,0,NN
3704,of,0,0,IN
3705,a,0,0,DT
3706,named,0,0,VBN
3707,attribute,0,0,NN
3708,directory,0,0,NN
3709,LOOKUPP,0,0,NN
3710,SHOULD,0,0,MD
3711,return,0,0,NN
3712,the,0,0,DT
3713,filehandle,Value,0,NN
3714,of,Value,0,IN
3715,the,Value,0,DT
3716,associated,Value,0,VBN
3717,file,Value,0,NN
3718,system,Value,0,NN
3719,objec,Value,0,NN
3720,NULL,Variable,0,NN
3721,16.7.4.,0,0,CD
3722,The,0,0,DT
3723,GETATTR,0,0,NN
3724,operation,0,0,NN
3725,will,0,0,MD
3726,obtain,0,0,VB
3727,attributes,0,0,NNS
3728,for,0,0,IN
3729,the,0,0,DT
3730,file,0,0,NN
3731,system,0,0,NN
3732,object,0,0,NN
3733,specified,0,0,VBN
3734,by,0,0,IN
3735,the,0,0,DT
3736,current,Variable,0,JJ
3737,filehandle,Variable,0,NN
3738,NULL.,0,0,NNP
3739,The,0,0,DT
3740,client,0,0,NN
3741,sets,0,0,NNS
3742,a,0,0,DT
3743,bit,0,0,NN
3744,in,0,0,IN
3745,the,0,0,DT
3746,bitmap,0,0,NN
3747,argument,0,0,NN
3748,for,0,0,IN
3749,each,0,0,DT
3750,attribute,0,0,NN
3751,value,0,0,NN
3752,that,0,0,IN
3753,it,0,0,PRP
3754,would,0,0,MD
3755,like,0,0,IN
3756,the,0,0,DT
3757,server,0,0,NN
3758,to,0,0,TO
3759,return,0,0,NN
3760,NULL.,0,0,NNP
3761,The,0,0,DT
3762,server,0,0,NN
3763,returns,0,0,NNS
3764,an,0,0,DT
3765,attribute,Variable,0,NN
3766,bitmap,Variable,0,NN
3767,that,0,0,IN
3768,indicates,0,0,NNS
3769,the,0,0,DT
3770,attribute,0,0,NN
3771,values,0,0,NNS
3772,for,0,0,IN
3773,which,0,0,WDT
3774,it,0,0,PRP
3775,was,0,0,VBD
3776,able,0,0,JJ
3777,to,0,0,TO
3778,return,0,0,NN
3779,values,0,0,NNS
3780,followed,0,0,VBD
3781,by,0,0,IN
3782,the,0,0,DT
3783,attribute,Variable,0,NN
3784,values,Variable,0,NNS
3785,ordered,0,0,VBN
3786,lowest,0,0,JJS
3787,attribute,0,0,NN
3788,number,0,0,NN
3789,first,0,0,RB
3790,The,0,0,DT
3791,server,0,0,NN
3792,MUST,0,0,NN
3793,return,0,0,NN
3794,a,0,0,DT
3795,value,Variable,0,NN
3796,for,0,0,IN
3797,each,0,0,DT
3798,attribute,Variable,0,NN
3799,that,0,0,IN
3800,the,0,0,DT
3801,client,0,0,NN
3802,requests,0,0,NNS
3803,if,0,0,IN
3804,the,0,0,DT
3805,attribute,Variable,0,NN
3806,is,0,0,VBZ
3807,supported,0,0,VBN
3808,by,0,0,IN
3809,the,0,0,DT
3810,server,0,0,NN
3811,NULL.,0,0,NNP
3812,If,0,0,IN
3813,the,0,0,DT
3814,server,0,0,NN
3815,does,0,0,VBZ
3816,not,0,0,RB
3817,support,0,0,NN
3818,an,0,0,DT
3819,attribute,Variable,0,NN
3820,or,0,0,CC
3821,cannot,0,0,MD
3822,approximate,0,0,NN
3823,a,0,0,DT
3824,useful,0,0,JJ
3825,value,Variable,0,NN
3826,then,0,0,RB
3827,it,0,0,PRP
3828,MUST,0,0,NN
3829,NOT,0,0,NN
3830,return,0,0,NN
3831,the,0,0,DT
3832,attribute,Variable,0,NN
3833,value,Variable,0,NN
3834,and,0,0,CC
3835,MUST,0,0,NN
3836,NOT,0,0,NN
3837,set,0,0,NN
3838,the,0,0,DT
3839,attribute,Variable,0,NN
3840,bit,Variable,0,NN
3841,in,0,0,IN
3842,the,0,0,DT
3843,result,Variable,0,NN
3844,bitmap,Variable,0,NN
3845,NULL,Variable,0,NN
3846,The,0,0,DT
3847,server,0,0,NN
3848,MUST,0,0,NN
3849,return,0,0,NN
3850,an,0,0,DT
3851,error,Value,0,NN
3852,if,0,0,IN
3853,it,0,0,PRP
3854,supports,0,0,NNS
3855,an,0,0,DT
3856,attribute,Variable,0,NN
3857,on,0,0,IN
3858,the,0,0,DT
3859,target,0,0,NN
3860,but,0,0,CC
3861,cannot,0,0,MD
3862,obtain,0,0,VB
3863,its,0,0,PRP$
3864,value,Variable,0,NN
3865,NULL,Variable,0,NN
3866,In,0,0,IN
3867,that,0,0,IN
3868,case,0,0,NN
3869,no,0,0,DT
3870,attribute,Variable,0,NN
3871,values,Variable,0,NNS
3872,will,0,0,MD
3873,be,0,0,VB
3874,returned,0,0,VBN
3875,File,0,0,NN
3876,systems,0,0,NNS
3877,that,0,0,IN
3878,are,0,0,VBP
3879,absent,0,0,NN
3880,should,0,0,MD
3881,be,0,0,VB
3882,treated,0,0,VBN
3883,as,0,0,IN
3884,having,0,0,VBG
3885,support,0,0,NN
3886,for,0,0,IN
3887,a,0,0,DT
3888,very,0,0,RB
3889,small,0,0,JJ
3890,set,0,0,NN
3891,of,0,0,IN
3892,attributes,0,0,NNS
3893,as,0,0,IN
3894,described,0,0,NN
3895,in,0,0,IN
3896,Section,0,0,NN
3897,8.3.1,0,0,CD
3898,--,0,0,:
3899,even,0,0,RB
3900,if,0,0,IN
3901,previously,0,0,RB
3902,when,0,0,WRB
3903,the,0,0,DT
3904,file,0,0,NN
3905,system,0,0,NN
3906,was,0,0,VBD
3907,present,0,0,NN
3908,more,0,0,RBR
3909,attributes,0,0,NNS
3910,were,0,0,VBD
3911,supported,0,0,VBN
3912,All,0,0,DT
3913,servers,0,0,NNS
3914,MUST,0,0,NN
3915,support,0,0,NN
3916,the,0,0,DT
3917,REQUIRED,0,0,NN
3918,attributes,0,0,NNS
3919,as,0,0,IN
3920,specified,0,0,VBN
3921,in,0,0,IN
3922,Section,0,0,NN
3923,5,0,0,CD
3924,for,0,0,IN
3925,all,0,0,DT
3926,file,0,0,NN
3927,systems,0,0,NNS
3928,with,0,0,IN
3929,the,0,0,DT
3930,exception,0,0,NN
3931,of,0,0,IN
3932,absent,0,0,NN
3933,file,0,0,NN
3934,systems,0,0,NNS
3935,On,0,0,IN
3936,success,Value,0,NN
3937,the,0,0,DT
3938,current,Variable,0,JJ
3939,filehandle,Variable,0,NN
3940,retains,0,0,NNS
3941,its,0,0,PRP$
3942,value,Variable,0,NN
3943,NULL,Variable,0,NN
3944,16.7.5.,0,0,CD
3945,Suppose,0,0,VB
3946,there,0,0,RB
3947,is,0,0,VBZ
3948,an,0,0,DT
3949,OPEN_DELEGATE_WRITE,0,0,NN
3950,delegation,0,0,NN
3951,held,0,0,NN
3952,by,0,0,IN
3953,another,0,0,DT
3954,client,0,0,NN
3955,for,0,0,IN
3956,the,0,0,DT
3957,file,0,0,NN
3958,in,0,0,IN
3959,question,0,0,NN
3960,and,0,0,CC
3961,size,0,0,NN
3962,and/or,0,0,NN
3963,change,0,0,NN
3964,are,0,0,VBP
3965,among,0,0,IN
3966,the,0,0,DT
3967,set,0,0,NN
3968,of,0,0,IN
3969,attributes,0,0,NNS
3970,being,0,0,VBG
3971,interrogated,0,0,VBN
3972,NULL.,0,0,NNP
3973,The,0,0,DT
3974,server,0,0,NN
3975,has,0,0,VBZ
3976,two,0,0,CD
3977,choices,0,0,NNS
3978,NULL.,0,0,NNP
3979,First,0,0,RB
3980,the,0,0,DT
3981,server,0,0,NN
3982,can,0,0,MD
3983,obtain,0,0,VB
3984,the,0,0,DT
3985,actual,0,0,JJ
3986,current,0,0,JJ
3987,value,0,0,NN
3988,of,0,0,IN
3989,these,0,0,DT
3990,attributes,0,0,NNS
3991,from,0,0,IN
3992,the,0,0,DT
3993,client,0,0,NN
3994,holding,0,0,VBG
3995,the,0,0,DT
3996,delegation,0,0,NN
3997,by,0,0,IN
3998,using,0,0,VBG
3999,the,0,0,DT
4000,CB_GETATTR,0,0,NN
4001,callback,0,0,NN
4002,NULL.,0,0,NNP
4003,Second,0,0,JJ
4004,the,0,0,DT
4005,server,0,0,NN
4006,particularly,0,0,RB
4007,when,0,0,WRB
4008,the,0,0,DT
4009,delegated,0,0,VBN
4010,client,0,0,NN
4011,is,0,0,VBZ
4012,unresponsive,0,0,JJ
4013,can,0,0,MD
4014,recall,0,0,NN
4015,the,0,0,DT
4016,delegation,0,0,NN
4017,in,0,0,IN
4018,question,0,0,NN
4019,NULL.,0,0,NNP
4020,The,0,0,DT
4021,GETATTR,0,0,NN
4022,MUST,0,0,NN
4023,NOT,0,0,NN
4024,proceed,0,0,NN
4025,until,0,0,IN
4026,one,0,0,CD
4027,of,0,0,IN
4028,the,0,0,DT
4029,following,0,0,VBG
4030,o,0,0,NN
4031,The,0,0,DT
4032,requested,0,0,VBN
4033,attribute,0,0,NN
4034,values,0,0,NNS
4035,are,0,0,VBP
4036,returned,0,0,VBN
4037,in,0,0,IN
4038,the,0,0,DT
4039,response,0,0,NN
4040,to,0,0,TO
4041,CB_GETATTR,0,0,NN
4042,o,0,0,NN
4043,The,0,0,DT
4044,OPEN_DELEGATE_WRITE,0,0,NN
4045,delegation,0,0,NN
4046,is,0,0,VBZ
4047,returned,0,0,VBN
4048,o,0,0,NN
4049,The,0,0,DT
4050,OPEN_DELEGATE_WRITE,0,0,NN
4051,delegation,0,0,NN
4052,is,0,0,VBZ
4053,revoked,0,0,VBN
4054,Unless,0,0,IN
4055,one,0,0,CD
4056,of,0,0,IN
4057,the,0,0,DT
4058,above,0,0,IN
4059,happens,0,0,NNS
4060,very,0,0,RB
4061,quickly,0,0,RB
4062,one,0,0,CD
4063,or,0,0,CC
4064,more,0,0,RBR
4065,NFS4ERR_DELAY,0,0,NN
4066,errors,0,0,NNS
4067,will,0,0,MD
4068,be,0,0,VB
4069,returned,0,0,VBN
4070,while,0,0,IN
4071,a,0,0,DT
4072,delegation,0,0,NN
4073,is,0,0,VBZ
4074,outstanding,0,0,JJ
4075,16.1.4.,0,0,CD
4076,ACCESS,0,0,NN
4077,determines,0,0,NNS
4078,the,0,0,DT
4079,access,0,0,NN
4080,rights,0,0,NNS
4081,that,0,0,IN
4082,a,0,0,DT
4083,user,0,0,NN
4084,as,0,0,IN
4085,identified,0,0,VBN
4086,by,0,0,IN
4087,the,0,0,DT
4088,credentials,0,0,NNS
4089,in,0,0,IN
4090,the,0,0,DT
4091,RPC,0,0,NN
4092,request,0,0,NN
4093,has,0,0,VBZ
4094,with,0,0,IN
4095,respect,0,0,NN
4096,to,0,0,TO
4097,the,0,0,DT
4098,file,0,0,NN
4099,system,0,0,NN
4100,object,0,0,NN
4101,specified,0,0,VBN
4102,by,0,0,IN
4103,the,0,0,DT
4104,current,Variable,0,JJ
4105,filehandle,Variable,0,NN
4106,NULL.,0,0,NNP
4107,The,0,0,DT
4108,client,0,0,NN
4109,encodes,0,0,NNS
4110,the,0,0,DT
4111,set,0,0,NN
4112,of,0,0,IN
4113,access,0,0,NN
4114,rights,0,0,NNS
4115,that,0,0,IN
4116,are,0,0,VBP
4117,to,0,0,TO
4118,be,0,0,VB
4119,checked,0,0,NNS
4120,in,0,0,IN
4121,the,0,0,DT
4122,bitmask,0,0,NN
4123,"""access""",0,0,``
4124,NULL.,0,0,NNP
4125,The,0,0,DT
4126,server,0,0,NN
4127,checks,0,0,NNS
4128,the,0,0,DT
4129,permissions,0,0,NNS
4130,encoded,0,0,VBN
4131,in,0,0,IN
4132,the,0,0,DT
4133,bitmask,0,0,NN
4134,NULL.,0,0,NNP
4135,If,0,0,IN
4136,status,Variable,0,NN
4137,of,0,0,IN
4138,NFS4_OK,Value,0,NN
4139,is,0,0,VBZ
4140,returned,0,0,VBN
4141,two,0,0,CD
4142,bitmasks,0,0,NNS
4143,are,0,0,VBP
4144,included,0,0,VBD
4145,in,0,0,IN
4146,the,0,0,DT
4147,response,0,0,NN
4148,NULL.,0,0,NNP
4149,The,0,0,DT
4150,first,0,0,RB
4151,"""supported""",0,0,``
4152,represents,0,0,VBZ
4153,the,0,0,DT
4154,access,0,0,NN
4155,rights,0,0,NNS
4156,for,0,0,IN
4157,which,0,0,WDT
4158,the,0,0,DT
4159,server,0,0,NN
4160,can,0,0,MD
4161,verify,0,0,NN
4162,reliably,0,0,RB
4163,NULL.,0,0,NNP
4164,The,0,0,DT
4165,second,0,0,JJ
4166,"""access""",0,0,``
4167,represents,0,0,VBZ
4168,the,0,0,DT
4169,access,0,0,NN
4170,rights,0,0,NNS
4171,available,0,0,JJ
4172,to,0,0,TO
4173,the,0,0,DT
4174,user,0,0,NN
4175,for,0,0,IN
4176,the,0,0,DT
4177,filehandle,0,0,NN
4178,provided,0,0,VBN
4179,On,0,0,IN
4180,success,Value,0,NN
4181,the,0,0,DT
4182,current,Variable,0,JJ
4183,filehandle,Variable,0,NN
4184,retains,0,0,NNS
4185,its,Variable,0,PRP$
4186,value,Variable,0,NN
4187,NULL,Variable,0,NN
4188,Note,0,0,NN
4189,that,0,0,IN
4190,the,0,0,DT
4191,supported,0,0,VBN
4192,field,0,0,NN
4193,will,0,0,MD
4194,contain,0,0,NN
4195,only,0,0,RB
4196,as,0,0,IN
4197,many,0,0,JJ
4198,values,0,0,NNS
4199,as,0,0,IN
4200,were,0,0,VBD
4201,originally,0,0,RB
4202,sent,0,0,NN
4203,in,0,0,IN
4204,the,0,0,DT
4205,arguments,0,0,NNS
4206,NULL.,0,0,NNP
4207,For,0,0,IN
4208,example,0,0,NN
4209,if,0,0,IN
4210,the,0,0,DT
4211,client,0,0,NN
4212,sends,0,0,NNS
4213,an,0,0,DT
4214,ACCESS,0,0,NN
4215,operation,0,0,NN
4216,with,0,0,IN
4217,only,0,0,RB
4218,the,0,0,DT
4219,ACCESS4_READ,0,0,NN
4220,value,0,0,NN
4221,set,0,0,NN
4222,and,0,0,CC
4223,the,0,0,DT
4224,server,0,0,NN
4225,supports,0,0,NNS
4226,this,0,0,DT
4227,value,0,0,NN
4228,the,0,0,DT
4229,server,0,0,NN
4230,will,0,0,MD
4231,return,0,0,NN
4232,only,0,0,RB
4233,ACCESS4_READ,0,0,NN
4234,even,0,0,RB
4235,if,0,0,IN
4236,it,0,0,PRP
4237,could,0,0,MD
4238,have,0,0,VB
4239,reliably,0,0,RB
4240,checked,0,0,NNS
4241,other,0,0,JJ
4242,values,0,0,NNS
4243,The,0,0,DT
4244,results,0,0,NNS
4245,of,0,0,IN
4246,this,0,0,DT
4247,operation,0,0,NN
4248,are,0,0,VBP
4249,necessarily,0,0,RB
4250,advisory,0,0,NN
4251,in,0,0,IN
4252,nature,0,0,NN
4253,NULL.,0,0,NNP
4254,A,0,0,DT
4255,return,Variable,0,NN
4256,status,Variable,0,NN
4257,of,0,0,IN
4258,NFS4_OK,Value,0,NN
4259,and,0,0,CC
4260,the,0,0,DT
4261,appropriate,0,0,NN
4262,bit,0,0,NN
4263,set,0,0,NN
4264,in,0,0,IN
4265,the,0,0,DT
4266,bitmask,0,0,NN
4267,do,0,0,VB
4268,not,0,0,RB
4269,imply,0,0,NN
4270,that,0,0,IN
4271,such,0,0,JJ
4272,access,0,0,NN
4273,will,0,0,MD
4274,be,0,0,VB
4275,allowed,0,0,VBN
4276,to,0,0,TO
4277,the,0,0,DT
4278,file,0,0,NN
4279,system,0,0,NN
